POSIXct,Date,Time,CAC40,DAX,Spread,Price_Ratio
2016/7/26 17:41,2016/7/26,17:41:00,4394.77,10247.76,5852.99,0.428851769
2016/7/26 17:42,2016/7/26,17:42:00,4394.77,10247.76,5852.99,0.428851769
2016/7/26 17:43,2016/7/26,17:43:00,4394.77,10247.76,5852.99,0.428851769
2016/7/26 17:44,2016/7/26,17:44:00,4394.77,10247.76,5852.99,0.428851769
2016/7/26 17:45,2016/7/26,17:45:00,4394.77,10247.76,5852.99,0.428851769
2016/7/27 17:37,2016/7/27,17:37:00,4446.96,10319.55,5872.59,0.430925767
2016/7/27 17:38,2016/7/27,17:38:00,4446.96,10319.55,5872.59,0.430925767
2016/7/27 17:39,2016/7/27,17:39:00,4446.96,10319.55,5872.59,0.430925767
2016/7/27 17:40,2016/7/27,17:40:00,4446.96,10319.55,5872.59,0.430925767
2016/7/27 17:41,2016/7/27,17:41:00,4446.96,10319.55,5872.59,0.430925767
2016/7/27 17:42,2016/7/27,17:42:00,4446.96,10319.55,5872.59,0.430925767
2016/7/27 17:43,2016/7/27,17:43:00,4446.96,10319.55,5872.59,0.430925767
2016/7/27 17:44,2016/7/27,17:44:00,4446.96,10319.55,5872.59,0.430925767
2016/7/27 17:45,2016/7/27,17:45:00,4446.96,10319.55,5872.59,0.430925767
2016/7/28 17:37,2016/7/28,17:37:00,4420.58,10274.93,5854.35,0.430229695
2016/7/28 17:38,2016/7/28,17:38:00,4420.58,10274.93,5854.35,0.430229695
2016/7/28 17:39,2016/7/28,17:39:00,4420.58,10274.93,5854.35,0.430229695
2016/7/28 17:40,2016/7/28,17:40:00,4420.58,10274.93,5854.35,0.430229695
2016/7/28 17:41,2016/7/28,17:41:00,4420.58,10274.93,5854.35,0.430229695
2016/7/28 17:42,2016/7/28,17:42:00,4420.58,10274.93,5854.35,0.430229695
2016/7/28 17:43,2016/7/28,17:43:00,4420.58,10274.93,5854.35,0.430229695
2016/7/28 17:44,2016/7/28,17:44:00,4420.58,10274.93,5854.35,0.430229695
2016/7/28 17:45,2016/7/28,17:45:00,4420.58,10274.93,5854.35,0.430229695
2016/7/29 17:37,2016/7/29,17:37:00,4439.81,10337.5,5897.69,0.429485852
2016/7/29 17:38,2016/7/29,17:38:00,4439.81,10337.5,5897.69,0.429485852
2016/7/29 17:39,2016/7/29,17:39:00,4439.81,10337.5,5897.69,0.429485852
2016/7/29 17:40,2016/7/29,17:40:00,4439.81,10337.5,5897.69,0.429485852
2016/7/29 17:41,2016/7/29,17:41:00,4439.81,10337.5,5897.69,0.429485852
2016/7/29 17:42,2016/7/29,17:42:00,4439.81,10337.5,5897.69,0.429485852
2016/7/29 17:43,2016/7/29,17:43:00,4439.81,10337.5,5897.69,0.429485852
2016/7/29 17:44,2016/7/29,17:44:00,4439.81,10337.5,5897.69,0.429485852
2016/7/29 17:45,2016/7/29,17:45:00,4439.81,10337.5,5897.69,0.429485852
2016/8/1 17:37,2016/8/1,17:37:00,4409.17,10330.52,5921.35,0.426810073
2016/8/1 17:38,2016/8/1,17:38:00,4409.17,10330.52,5921.35,0.426810073
2016/8/1 17:39,2016/8/1,17:39:00,4409.17,10330.52,5921.35,0.426810073
2016/8/1 17:40,2016/8/1,17:40:00,4409.17,10330.52,5921.35,0.426810073
2016/8/1 17:41,2016/8/1,17:41:00,4409.17,10330.52,5921.35,0.426810073
2016/8/1 17:42,2016/8/1,17:42:00,4409.17,10330.52,5921.35,0.426810073
2016/8/1 17:43,2016/8/1,17:43:00,4409.17,10330.52,5921.35,0.426810073
2016/8/1 17:44,2016/8/1,17:44:00,4409.17,10330.52,5921.35,0.426810073
2016/8/1 17:45,2016/8/1,17:45:00,4409.17,10330.52,5921.35,0.426810073
2016/8/2 17:37,2016/8/2,17:37:00,4327.99,10144.34,5816.35,0.426640866
2016/8/2 17:38,2016/8/2,17:38:00,4327.99,10144.34,5816.35,0.426640866
2016/8/2 17:39,2016/8/2,17:39:00,4327.99,10144.34,5816.35,0.426640866
2016/8/2 17:40,2016/8/2,17:40:00,4327.99,10144.34,5816.35,0.426640866
2016/8/2 17:41,2016/8/2,17:41:00,4327.99,10144.34,5816.35,0.426640866
2016/8/2 17:42,2016/8/2,17:42:00,4327.99,10144.34,5816.35,0.426640866
2016/8/2 17:43,2016/8/2,17:43:00,4327.99,10144.34,5816.35,0.426640866
2016/8/2 17:44,2016/8/2,17:44:00,4327.99,10144.34,5816.35,0.426640866
2016/8/2 17:45,2016/8/2,17:45:00,4327.99,10144.34,5816.35,0.426640866
2016/8/3 17:37,2016/8/3,17:37:00,4321.08,10170.21,5849.13,0.424876182
2016/8/3 17:38,2016/8/3,17:38:00,4321.08,10170.21,5849.13,0.424876182
2016/8/3 17:39,2016/8/3,17:39:00,4321.08,10170.21,5849.13,0.424876182
2016/8/3 17:40,2016/8/3,17:40:00,4321.08,10170.21,5849.13,0.424876182
2016/8/3 17:41,2016/8/3,17:41:00,4321.08,10170.21,5849.13,0.424876182
2016/8/3 17:42,2016/8/3,17:42:00,4321.08,10170.21,5849.13,0.424876182
2016/8/3 17:43,2016/8/3,17:43:00,4321.08,10170.21,5849.13,0.424876182
2016/8/3 17:44,2016/8/3,17:44:00,4321.08,10170.21,5849.13,0.424876182
2016/8/3 17:45,2016/8/3,17:45:00,4321.08,10170.21,5849.13,0.424876182
2016/8/4 17:37,2016/8/4,17:37:00,4345.63,10227.86,5882.23,0.424881647
2016/8/4 17:38,2016/8/4,17:38:00,4345.63,10227.86,5882.23,0.424881647
2016/8/4 17:39,2016/8/4,17:39:00,4345.63,10227.86,5882.23,0.424881647
2016/8/4 17:40,2016/8/4,17:40:00,4345.63,10227.86,5882.23,0.424881647
2016/8/4 17:41,2016/8/4,17:41:00,4345.63,10227.86,5882.23,0.424881647
2016/8/4 17:42,2016/8/4,17:42:00,4345.63,10227.86,5882.23,0.424881647
2016/8/4 17:43,2016/8/4,17:43:00,4345.63,10227.86,5882.23,0.424881647
2016/8/4 17:44,2016/8/4,17:44:00,4345.63,10227.86,5882.23,0.424881647
2016/8/4 17:45,2016/8/4,17:45:00,4345.63,10227.86,5882.23,0.424881647
2016/8/5 17:37,2016/8/5,17:37:00,4410.55,10367.21,5956.66,0.425432686
2016/8/5 17:38,2016/8/5,17:38:00,4410.55,10367.21,5956.66,0.425432686
2016/8/5 17:39,2016/8/5,17:39:00,4410.55,10367.21,5956.66,0.425432686
2016/8/5 17:40,2016/8/5,17:40:00,4410.55,10367.21,5956.66,0.425432686
2016/8/5 17:41,2016/8/5,17:41:00,4410.55,10367.21,5956.66,0.425432686
2016/8/5 17:42,2016/8/5,17:42:00,4410.55,10367.21,5956.66,0.425432686
2016/8/5 17:43,2016/8/5,17:43:00,4410.55,10367.21,5956.66,0.425432686
2016/8/5 17:44,2016/8/5,17:44:00,4410.55,10367.21,5956.66,0.425432686
2016/8/5 17:45,2016/8/5,17:45:00,4410.55,10367.21,5956.66,0.425432686
2016/8/8 17:37,2016/8/8,17:37:00,4415.46,10432.36,6016.9,0.423246514
2016/8/8 17:38,2016/8/8,17:38:00,4415.46,10432.36,6016.9,0.423246514
2016/8/8 17:39,2016/8/8,17:39:00,4415.46,10432.36,6016.9,0.423246514
2016/8/8 17:40,2016/8/8,17:40:00,4415.46,10432.36,6016.9,0.423246514
2016/8/8 17:41,2016/8/8,17:41:00,4415.46,10432.36,6016.9,0.423246514
2016/8/8 17:42,2016/8/8,17:42:00,4415.46,10432.36,6016.9,0.423246514
2016/8/8 17:43,2016/8/8,17:43:00,4415.46,10432.36,6016.9,0.423246514
2016/8/8 17:44,2016/8/8,17:44:00,4415.46,10432.36,6016.9,0.423246514
2016/8/8 17:45,2016/8/8,17:45:00,4415.46,10432.36,6016.9,0.423246514
2016/8/9 17:37,2016/8/9,17:37:00,4468.07,10692.9,6224.83,0.417853903
2016/8/9 17:38,2016/8/9,17:38:00,4468.07,10692.9,6224.83,0.417853903
2016/8/9 17:39,2016/8/9,17:39:00,4468.07,10692.9,6224.83,0.417853903
2016/8/9 17:40,2016/8/9,17:40:00,4468.07,10692.9,6224.83,0.417853903
2016/8/9 17:41,2016/8/9,17:41:00,4468.07,10692.9,6224.83,0.417853903
2016/8/9 17:42,2016/8/9,17:42:00,4468.07,10692.9,6224.83,0.417853903
2016/8/9 17:43,2016/8/9,17:43:00,4468.07,10692.9,6224.83,0.417853903
2016/8/9 17:44,2016/8/9,17:44:00,4468.07,10692.9,6224.83,0.417853903
2016/8/9 17:45,2016/8/9,17:45:00,4468.07,10692.9,6224.83,0.417853903
2016/8/10 17:37,2016/8/10,17:37:00,4452.01,10650.89,6198.88,0.417994177
2016/8/10 17:38,2016/8/10,17:38:00,4452.01,10650.89,6198.88,0.417994177
2016/8/10 17:39,2016/8/10,17:39:00,4452.01,10650.89,6198.88,0.417994177
2016/8/10 17:40,2016/8/10,17:40:00,4452.01,10650.89,6198.88,0.417994177
2016/8/10 17:41,2016/8/10,17:41:00,4452.01,10650.89,6198.88,0.417994177
2016/8/10 17:42,2016/8/10,17:42:00,4452.01,10650.89,6198.88,0.417994177
2016/8/10 17:43,2016/8/10,17:43:00,4452.01,10650.89,6198.88,0.417994177
2016/8/10 17:44,2016/8/10,17:44:00,4452.01,10650.89,6198.88,0.417994177
2016/8/10 17:45,2016/8/10,17:45:00,4452.01,10650.89,6198.88,0.417994177
2016/8/11 17:37,2016/8/11,17:37:00,4503.95,10742.84,6238.89,0.419251334
2016/8/11 17:38,2016/8/11,17:38:00,4503.95,10742.84,6238.89,0.419251334
2016/8/11 17:39,2016/8/11,17:39:00,4503.95,10742.84,6238.89,0.419251334
2016/8/11 17:40,2016/8/11,17:40:00,4503.95,10742.84,6238.89,0.419251334
2016/8/11 17:41,2016/8/11,17:41:00,4503.95,10742.84,6238.89,0.419251334
2016/8/11 17:42,2016/8/11,17:42:00,4503.95,10742.84,6238.89,0.419251334
2016/8/11 17:43,2016/8/11,17:43:00,4503.95,10742.84,6238.89,0.419251334
2016/8/11 17:44,2016/8/11,17:44:00,4503.95,10742.84,6238.89,0.419251334
2016/8/11 17:45,2016/8/11,17:45:00,4503.95,10742.84,6238.89,0.419251334
2016/8/12 17:37,2016/8/12,17:37:00,4500.19,10713.43,6213.24,0.420051281
2016/8/12 17:38,2016/8/12,17:38:00,4500.19,10713.43,6213.24,0.420051281
2016/8/12 17:39,2016/8/12,17:39:00,4500.19,10713.43,6213.24,0.420051281
2016/8/12 17:40,2016/8/12,17:40:00,4500.19,10713.43,6213.24,0.420051281
2016/8/12 17:41,2016/8/12,17:41:00,4500.19,10713.43,6213.24,0.420051281
2016/8/12 17:42,2016/8/12,17:42:00,4500.19,10713.43,6213.24,0.420051281
2016/8/12 17:43,2016/8/12,17:43:00,4500.19,10713.43,6213.24,0.420051281
2016/8/12 17:44,2016/8/12,17:44:00,4500.19,10713.43,6213.24,0.420051281
2016/8/12 17:45,2016/8/12,17:45:00,4500.19,10713.43,6213.24,0.420051281
2016/8/15 17:37,2016/8/15,17:37:00,4497.86,10739.21,6241.35,0.418825966
2016/8/15 17:38,2016/8/15,17:38:00,4497.86,10739.21,6241.35,0.418825966
2016/8/15 17:39,2016/8/15,17:39:00,4497.86,10739.21,6241.35,0.418825966
2016/8/15 17:40,2016/8/15,17:40:00,4497.86,10739.21,6241.35,0.418825966
2016/8/15 17:41,2016/8/15,17:41:00,4497.86,10739.21,6241.35,0.418825966
2016/8/15 17:42,2016/8/15,17:42:00,4497.86,10739.21,6241.35,0.418825966
2016/8/15 17:43,2016/8/15,17:43:00,4497.86,10739.21,6241.35,0.418825966
2016/8/15 17:44,2016/8/15,17:44:00,4497.86,10739.21,6241.35,0.418825966
2016/8/15 17:45,2016/8/15,17:45:00,4497.86,10739.21,6241.35,0.418825966
2016/8/16 17:37,2016/8/16,17:37:00,4460.44,10676.65,6216.21,0.417775238
2016/8/16 17:38,2016/8/16,17:38:00,4460.44,10676.65,6216.21,0.417775238
2016/8/16 17:39,2016/8/16,17:39:00,4460.44,10676.65,6216.21,0.417775238
2016/8/16 17:40,2016/8/16,17:40:00,4460.44,10676.65,6216.21,0.417775238
2016/8/16 17:41,2016/8/16,17:41:00,4460.44,10676.65,6216.21,0.417775238
2016/8/16 17:42,2016/8/16,17:42:00,4460.44,10676.65,6216.21,0.417775238
2016/8/16 17:43,2016/8/16,17:43:00,4460.44,10676.65,6216.21,0.417775238
2016/8/16 17:44,2016/8/16,17:44:00,4460.44,10676.65,6216.21,0.417775238
2016/8/16 17:45,2016/8/16,17:45:00,4460.44,10676.65,6216.21,0.417775238
2016/8/17 17:37,2016/8/17,17:37:00,4417.68,10537.67,6119.99,0.4192274
2016/8/17 17:38,2016/8/17,17:38:00,4417.68,10537.67,6119.99,0.4192274
2016/8/17 17:39,2016/8/17,17:39:00,4417.68,10537.67,6119.99,0.4192274
2016/8/17 17:40,2016/8/17,17:40:00,4417.68,10537.67,6119.99,0.4192274
2016/8/17 17:41,2016/8/17,17:41:00,4417.68,10537.67,6119.99,0.4192274
2016/8/17 17:42,2016/8/17,17:42:00,4417.68,10537.67,6119.99,0.4192274
2016/8/17 17:43,2016/8/17,17:43:00,4417.68,10537.67,6119.99,0.4192274
2016/8/17 17:44,2016/8/17,17:44:00,4417.68,10537.67,6119.99,0.4192274
2016/8/17 17:45,2016/8/17,17:45:00,4417.68,10537.67,6119.99,0.4192274
2016/8/18 17:37,2016/8/18,17:37:00,4437.06,10603.03,6165.97,0.418470947
2016/8/18 17:38,2016/8/18,17:38:00,4437.06,10603.03,6165.97,0.418470947
2016/8/18 17:39,2016/8/18,17:39:00,4437.06,10603.03,6165.97,0.418470947
2016/8/18 17:40,2016/8/18,17:40:00,4437.06,10603.03,6165.97,0.418470947
2016/8/18 17:41,2016/8/18,17:41:00,4437.06,10603.03,6165.97,0.418470947
2016/8/18 17:42,2016/8/18,17:42:00,4437.06,10603.03,6165.97,0.418470947
2016/8/18 17:43,2016/8/18,17:43:00,4437.06,10603.03,6165.97,0.418470947
2016/8/18 17:44,2016/8/18,17:44:00,4437.06,10603.03,6165.97,0.418470947
2016/8/18 17:45,2016/8/18,17:45:00,4437.06,10603.03,6165.97,0.418470947
2016/8/19 17:37,2016/8/19,17:37:00,4400.52,10544.36,6143.84,0.417334006
2016/8/19 17:38,2016/8/19,17:38:00,4400.52,10544.36,6143.84,0.417334006
2016/8/19 17:39,2016/8/19,17:39:00,4400.52,10544.36,6143.84,0.417334006
2016/8/19 17:40,2016/8/19,17:40:00,4400.52,10544.36,6143.84,0.417334006
2016/8/19 17:41,2016/8/19,17:41:00,4400.52,10544.36,6143.84,0.417334006
2016/8/19 17:42,2016/8/19,17:42:00,4400.52,10544.36,6143.84,0.417334006
2016/8/19 17:43,2016/8/19,17:43:00,4400.52,10544.36,6143.84,0.417334006
2016/8/19 17:44,2016/8/19,17:44:00,4400.52,10544.36,6143.84,0.417334006
2016/8/19 17:45,2016/8/19,17:45:00,4400.52,10544.36,6143.84,0.417334006
2016/8/22 17:37,2016/8/22,17:37:00,4389.94,10494.35,6104.41,0.418314617
2016/8/22 17:38,2016/8/22,17:38:00,4389.94,10494.35,6104.41,0.418314617
2016/8/22 17:39,2016/8/22,17:39:00,4389.94,10494.35,6104.41,0.418314617
2016/8/22 17:40,2016/8/22,17:40:00,4389.94,10494.35,6104.41,0.418314617
2016/8/22 17:41,2016/8/22,17:41:00,4389.94,10494.35,6104.41,0.418314617
2016/8/22 17:42,2016/8/22,17:42:00,4389.94,10494.35,6104.41,0.418314617
2016/8/22 17:43,2016/8/22,17:43:00,4389.94,10494.35,6104.41,0.418314617
2016/8/22 17:44,2016/8/22,17:44:00,4389.94,10494.35,6104.41,0.418314617
2016/8/22 17:45,2016/8/22,17:45:00,4389.94,10494.35,6104.41,0.418314617
2016/8/23 17:37,2016/8/23,17:37:00,4421.45,10592.88,6171.43,0.41739829
2016/8/23 17:38,2016/8/23,17:38:00,4421.45,10592.88,6171.43,0.41739829
2016/8/23 17:39,2016/8/23,17:39:00,4421.45,10592.88,6171.43,0.41739829
2016/8/23 17:40,2016/8/23,17:40:00,4421.45,10592.88,6171.43,0.41739829
2016/8/23 17:41,2016/8/23,17:41:00,4421.45,10592.88,6171.43,0.41739829
2016/8/23 17:42,2016/8/23,17:42:00,4421.45,10592.88,6171.43,0.41739829
2016/8/23 17:43,2016/8/23,17:43:00,4421.45,10592.88,6171.43,0.41739829
2016/8/23 17:44,2016/8/23,17:44:00,4421.45,10592.88,6171.43,0.41739829
2016/8/23 17:45,2016/8/23,17:45:00,4421.45,10592.88,6171.43,0.41739829
2016/8/24 17:37,2016/8/24,17:37:00,4435.47,10622.97,6187.5,0.417535774
2016/8/24 17:38,2016/8/24,17:38:00,4435.47,10622.97,6187.5,0.417535774
2016/8/24 17:39,2016/8/24,17:39:00,4435.47,10622.97,6187.5,0.417535774
2016/8/24 17:40,2016/8/24,17:40:00,4435.47,10622.97,6187.5,0.417535774
2016/8/24 17:41,2016/8/24,17:41:00,4435.47,10622.97,6187.5,0.417535774
2016/8/24 17:42,2016/8/24,17:42:00,4435.47,10622.97,6187.5,0.417535774
2016/8/24 17:43,2016/8/24,17:43:00,4435.47,10622.97,6187.5,0.417535774
2016/8/24 17:44,2016/8/24,17:44:00,4435.47,10622.97,6187.5,0.417535774
2016/8/24 17:45,2016/8/24,17:45:00,4435.47,10622.97,6187.5,0.417535774
2016/8/25 17:37,2016/8/25,17:37:00,4406.61,10529.59,6122.98,0.418497776
2016/8/25 17:38,2016/8/25,17:38:00,4406.61,10529.59,6122.98,0.418497776
2016/8/25 17:39,2016/8/25,17:39:00,4406.61,10529.59,6122.98,0.418497776
2016/8/25 17:40,2016/8/25,17:40:00,4406.61,10529.59,6122.98,0.418497776
2016/8/25 17:41,2016/8/25,17:41:00,4406.61,10529.59,6122.98,0.418497776
2016/8/25 17:42,2016/8/25,17:42:00,4406.61,10529.59,6122.98,0.418497776
2016/8/25 17:43,2016/8/25,17:43:00,4406.61,10529.59,6122.98,0.418497776
2016/8/25 17:44,2016/8/25,17:44:00,4406.61,10529.59,6122.98,0.418497776
2016/8/25 17:45,2016/8/25,17:45:00,4406.61,10529.59,6122.98,0.418497776
2016/8/26 17:37,2016/8/26,17:37:00,4441.87,10587.77,6145.9,0.41952838
2016/8/26 17:38,2016/8/26,17:38:00,4441.87,10587.77,6145.9,0.41952838
2016/8/26 17:39,2016/8/26,17:39:00,4441.87,10587.77,6145.9,0.41952838
2016/8/26 17:40,2016/8/26,17:40:00,4441.87,10587.77,6145.9,0.41952838
2016/8/26 17:41,2016/8/26,17:41:00,4441.87,10587.77,6145.9,0.41952838
2016/8/26 17:42,2016/8/26,17:42:00,4441.87,10587.77,6145.9,0.41952838
2016/8/26 17:43,2016/8/26,17:43:00,4441.87,10587.77,6145.9,0.41952838
2016/8/26 17:44,2016/8/26,17:44:00,4441.87,10587.77,6145.9,0.41952838
2016/8/26 17:45,2016/8/26,17:45:00,4441.87,10587.77,6145.9,0.41952838
2016/8/29 17:37,2016/8/29,17:37:00,4424.25,10544.44,6120.19,0.419581315
2016/8/29 17:38,2016/8/29,17:38:00,4424.25,10544.44,6120.19,0.419581315
2016/8/29 17:39,2016/8/29,17:39:00,4424.25,10544.44,6120.19,0.419581315
2016/8/29 17:40,2016/8/29,17:40:00,4424.25,10544.44,6120.19,0.419581315
2016/8/29 17:41,2016/8/29,17:41:00,4424.25,10544.44,6120.19,0.419581315
2016/8/29 17:42,2016/8/29,17:42:00,4424.25,10544.44,6120.19,0.419581315
2016/8/29 17:43,2016/8/29,17:43:00,4424.25,10544.44,6120.19,0.419581315
2016/8/29 17:44,2016/8/29,17:44:00,4424.25,10544.44,6120.19,0.419581315
2016/8/29 17:45,2016/8/29,17:45:00,4424.25,10544.44,6120.19,0.419581315
2016/8/30 17:37,2016/8/30,17:37:00,4457.49,10657.64,6200.15,0.418243626
2016/8/30 17:38,2016/8/30,17:38:00,4457.49,10657.64,6200.15,0.418243626
2016/8/30 17:39,2016/8/30,17:39:00,4457.49,10657.64,6200.15,0.418243626
2016/8/30 17:40,2016/8/30,17:40:00,4457.49,10657.64,6200.15,0.418243626
2016/8/30 17:41,2016/8/30,17:41:00,4457.49,10657.64,6200.15,0.418243626
2016/8/30 17:42,2016/8/30,17:42:00,4457.49,10657.64,6200.15,0.418243626
2016/8/30 17:43,2016/8/30,17:43:00,4457.49,10657.64,6200.15,0.418243626
2016/8/30 17:44,2016/8/30,17:44:00,4457.49,10657.64,6200.15,0.418243626
2016/8/30 17:45,2016/8/30,17:45:00,4457.49,10657.64,6200.15,0.418243626
2016/8/31 17:37,2016/8/31,17:37:00,4438.22,10592.69,6154.47,0.418988944
2016/8/31 17:38,2016/8/31,17:38:00,4438.22,10592.69,6154.47,0.418988944
2016/8/31 17:39,2016/8/31,17:39:00,4438.22,10592.69,6154.47,0.418988944
2016/8/31 17:40,2016/8/31,17:40:00,4438.22,10592.69,6154.47,0.418988944
2016/8/31 17:41,2016/8/31,17:41:00,4438.22,10592.69,6154.47,0.418988944
2016/8/31 17:42,2016/8/31,17:42:00,4438.22,10592.69,6154.47,0.418988944
2016/8/31 17:43,2016/8/31,17:43:00,4438.22,10592.69,6154.47,0.418988944
2016/8/31 17:44,2016/8/31,17:44:00,4438.22,10592.69,6154.47,0.418988944
2016/8/31 17:45,2016/8/31,17:45:00,4438.22,10592.69,6154.47,0.418988944
2016/9/1 17:37,2016/9/1,17:37:00,4439.67,10534.31,6094.64,0.421448581
2016/9/1 17:38,2016/9/1,17:38:00,4439.67,10534.31,6094.64,0.421448581
2016/9/1 17:39,2016/9/1,17:39:00,4439.67,10534.31,6094.64,0.421448581
2016/9/1 17:40,2016/9/1,17:40:00,4439.67,10534.31,6094.64,0.421448581
2016/9/1 17:41,2016/9/1,17:41:00,4439.67,10534.31,6094.64,0.421448581
2016/9/1 17:42,2016/9/1,17:42:00,4439.67,10534.31,6094.64,0.421448581
2016/9/1 17:43,2016/9/1,17:43:00,4439.67,10534.31,6094.64,0.421448581
2016/9/1 17:44,2016/9/1,17:44:00,4439.67,10534.31,6094.64,0.421448581
2016/9/1 17:45,2016/9/1,17:45:00,4439.67,10534.31,6094.64,0.421448581
2016/9/2 17:37,2016/9/2,17:37:00,4542.17,10683.82,6141.65,0.425144752
2016/9/2 17:38,2016/9/2,17:38:00,4542.17,10683.82,6141.65,0.425144752
2016/9/2 17:39,2016/9/2,17:39:00,4542.17,10683.82,6141.65,0.425144752
2016/9/2 17:40,2016/9/2,17:40:00,4542.17,10683.82,6141.65,0.425144752
2016/9/2 17:41,2016/9/2,17:41:00,4542.17,10683.82,6141.65,0.425144752
2016/9/2 17:42,2016/9/2,17:42:00,4542.17,10683.82,6141.65,0.425144752
2016/9/2 17:43,2016/9/2,17:43:00,4542.17,10683.82,6141.65,0.425144752
2016/9/2 17:44,2016/9/2,17:44:00,4542.17,10683.82,6141.65,0.425144752
2016/9/2 17:45,2016/9/2,17:45:00,4542.17,10683.82,6141.65,0.425144752
2016/9/5 17:37,2016/9/5,17:37:00,4541.08,10672.22,6131.14,0.425504722
2016/9/5 17:38,2016/9/5,17:38:00,4541.08,10672.22,6131.14,0.425504722
2016/9/5 17:39,2016/9/5,17:39:00,4541.08,10672.22,6131.14,0.425504722
2016/9/5 17:40,2016/9/5,17:40:00,4541.08,10672.22,6131.14,0.425504722
2016/9/5 17:41,2016/9/5,17:41:00,4541.08,10672.22,6131.14,0.425504722
2016/9/5 17:42,2016/9/5,17:42:00,4541.08,10672.22,6131.14,0.425504722
2016/9/5 17:43,2016/9/5,17:43:00,4541.08,10672.22,6131.14,0.425504722
2016/9/5 17:44,2016/9/5,17:44:00,4541.08,10672.22,6131.14,0.425504722
2016/9/5 17:45,2016/9/5,17:45:00,4541.08,10672.22,6131.14,0.425504722
2016/9/6 17:37,2016/9/6,17:37:00,4529.96,10687.14,6157.18,0.423870184
2016/9/6 17:38,2016/9/6,17:38:00,4529.96,10687.14,6157.18,0.423870184
2016/9/6 17:39,2016/9/6,17:39:00,4529.96,10687.14,6157.18,0.423870184
2016/9/6 17:40,2016/9/6,17:40:00,4529.96,10687.14,6157.18,0.423870184
2016/9/6 17:41,2016/9/6,17:41:00,4529.96,10687.14,6157.18,0.423870184
2016/9/6 17:42,2016/9/6,17:42:00,4529.96,10687.14,6157.18,0.423870184
2016/9/6 17:43,2016/9/6,17:43:00,4529.96,10687.14,6157.18,0.423870184
2016/9/6 17:44,2016/9/6,17:44:00,4529.96,10687.14,6157.18,0.423870184
2016/9/6 17:45,2016/9/6,17:45:00,4529.96,10687.14,6157.18,0.423870184
2016/9/7 17:37,2016/9/7,17:37:00,4557.66,10752.98,6195.32,0.423850877
2016/9/7 17:38,2016/9/7,17:38:00,4557.66,10752.98,6195.32,0.423850877
2016/9/7 17:39,2016/9/7,17:39:00,4557.66,10752.98,6195.32,0.423850877
2016/9/7 17:40,2016/9/7,17:40:00,4557.66,10752.98,6195.32,0.423850877
2016/9/7 17:41,2016/9/7,17:41:00,4557.66,10752.98,6195.32,0.423850877
2016/9/7 17:42,2016/9/7,17:42:00,4557.66,10752.98,6195.32,0.423850877
2016/9/7 17:43,2016/9/7,17:43:00,4557.66,10752.98,6195.32,0.423850877
2016/9/7 17:44,2016/9/7,17:44:00,4557.66,10752.98,6195.32,0.423850877
2016/9/7 17:45,2016/9/7,17:45:00,4557.66,10752.98,6195.32,0.423850877
2016/9/8 17:37,2016/9/8,17:37:00,4542.2,10675.29,6133.09,0.42548727
2016/9/8 17:38,2016/9/8,17:38:00,4542.2,10675.29,6133.09,0.42548727
2016/9/8 17:39,2016/9/8,17:39:00,4542.2,10675.29,6133.09,0.42548727
2016/9/8 17:40,2016/9/8,17:40:00,4542.2,10675.29,6133.09,0.42548727
2016/9/8 17:41,2016/9/8,17:41:00,4542.2,10675.29,6133.09,0.42548727
2016/9/8 17:42,2016/9/8,17:42:00,4542.2,10675.29,6133.09,0.42548727
2016/9/8 17:43,2016/9/8,17:43:00,4542.2,10675.29,6133.09,0.42548727
2016/9/8 17:44,2016/9/8,17:44:00,4542.2,10675.29,6133.09,0.42548727
2016/9/8 17:45,2016/9/8,17:45:00,4542.2,10675.29,6133.09,0.42548727
2016/9/9 17:37,2016/9/9,17:37:00,4491.4,10573.44,6082.04,0.424781339
2016/9/9 17:38,2016/9/9,17:38:00,4491.4,10573.44,6082.04,0.424781339
2016/9/9 17:39,2016/9/9,17:39:00,4491.4,10573.44,6082.04,0.424781339
2016/9/9 17:40,2016/9/9,17:40:00,4491.4,10573.44,6082.04,0.424781339
2016/9/9 17:41,2016/9/9,17:41:00,4491.4,10573.44,6082.04,0.424781339
2016/9/9 17:42,2016/9/9,17:42:00,4491.4,10573.44,6082.04,0.424781339
2016/9/9 17:43,2016/9/9,17:43:00,4491.4,10573.44,6082.04,0.424781339
2016/9/9 17:44,2016/9/9,17:44:00,4491.4,10573.44,6082.04,0.424781339
2016/9/9 17:45,2016/9/9,17:45:00,4491.4,10573.44,6082.04,0.424781339
2016/9/12 17:37,2016/9/12,17:37:00,4439.8,10431.77,5991.97,0.425603709
2016/9/12 17:38,2016/9/12,17:38:00,4439.8,10431.77,5991.97,0.425603709
2016/9/12 17:39,2016/9/12,17:39:00,4439.8,10431.77,5991.97,0.425603709
2016/9/12 17:40,2016/9/12,17:40:00,4439.8,10431.77,5991.97,0.425603709
2016/9/12 17:41,2016/9/12,17:41:00,4439.8,10431.77,5991.97,0.425603709
2016/9/12 17:42,2016/9/12,17:42:00,4439.8,10431.77,5991.97,0.425603709
2016/9/12 17:43,2016/9/12,17:43:00,4439.8,10431.77,5991.97,0.425603709
2016/9/12 17:44,2016/9/12,17:44:00,4439.8,10431.77,5991.97,0.425603709
