Date,Time,Open,High,Low,Close,Tick.Count,POSIXct
2016/5/4,17:31:00,4317.28,4317.41,4317.28,4317.41,4,2016/5/4 17:31
2016/5/4,17:32:00,4317.41,4317.41,4317.41,4317.41,4,2016/5/4 17:32
2016/5/4,17:33:00,4317.41,4317.41,4317.41,4317.41,4,2016/5/4 17:33
2016/5/4,17:34:00,4317.41,4317.41,4317.41,4317.41,4,2016/5/4 17:34
2016/5/4,17:35:00,4317.41,4317.41,4317.41,4317.41,4,2016/5/4 17:35
2016/5/4,17:36:00,4317.41,4324.23,4317.41,4324.23,4,2016/5/4 17:36
2016/5/4,17:37:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:37
2016/5/4,17:38:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:38
2016/5/4,17:39:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:39
2016/5/4,17:40:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:40
2016/5/4,17:41:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:41
2016/5/4,17:42:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:42
2016/5/4,17:43:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:43
2016/5/4,17:44:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:44
2016/5/4,17:45:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:45
2016/5/4,17:46:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:46
2016/5/4,17:47:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:47
2016/5/4,17:48:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:48
2016/5/4,17:49:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:49
2016/5/4,17:50:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:50
2016/5/4,17:51:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:51
2016/5/4,17:52:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:52
2016/5/4,17:53:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:53
2016/5/4,17:54:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:54
2016/5/4,17:55:00,4324.23,4324.23,4324.23,4324.23,4,2016/5/4 17:55
2016/5/5,17:31:00,4307.75,4307.75,4307.7,4307.7,4,2016/5/5 17:31
2016/5/5,17:32:00,4307.7,4307.7,4307.7,4307.7,4,2016/5/5 17:32
2016/5/5,17:33:00,4307.7,4307.7,4307.7,4307.7,4,2016/5/5 17:33
2016/5/5,17:34:00,4307.7,4307.7,4307.7,4307.7,4,2016/5/5 17:34
2016/5/5,17:35:00,4307.7,4307.7,4307.7,4307.7,4,2016/5/5 17:35
2016/5/5,17:36:00,4307.7,4307.7,4307.7,4307.7,4,2016/5/5 17:36
2016/5/5,17:37:00,4307.7,4319.46,4307.7,4319.46,4,2016/5/5 17:37
2016/5/5,17:38:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:38
2016/5/5,17:39:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:39
2016/5/5,17:40:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:40
2016/5/5,17:41:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:41
2016/5/5,17:42:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:42
2016/5/5,17:43:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:43
2016/5/5,17:44:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:44
2016/5/5,17:45:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:45
2016/5/5,17:46:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:46
2016/5/5,17:47:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:47
2016/5/5,17:48:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:48
2016/5/5,17:49:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:49
2016/5/5,17:50:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:50
2016/5/5,17:51:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:51
2016/5/5,17:52:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:52
2016/5/5,17:53:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:53
2016/5/5,17:54:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:54
2016/5/5,17:55:00,4319.46,4319.46,4319.46,4319.46,4,2016/5/5 17:55
2016/5/6,17:31:00,4301.14,4301.16,4301.14,4301.16,4,2016/5/6 17:31
2016/5/6,17:32:00,4301.16,4301.16,4301.16,4301.16,4,2016/5/6 17:32
2016/5/6,17:33:00,4301.16,4301.16,4301.16,4301.16,4,2016/5/6 17:33
2016/5/6,17:34:00,4301.16,4301.16,4301.16,4301.16,4,2016/5/6 17:34
2016/5/6,17:35:00,4301.16,4301.16,4301.16,4301.16,4,2016/5/6 17:35
2016/5/6,17:36:00,4301.16,4302.2,4301.16,4301.24,4,2016/5/6 17:36
2016/5/6,17:37:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:37
2016/5/6,17:38:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:38
2016/5/6,17:39:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:39
2016/5/6,17:40:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:40
2016/5/6,17:41:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:41
2016/5/6,17:42:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:42
2016/5/6,17:43:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:43
2016/5/6,17:44:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:44
2016/5/6,17:45:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:45
2016/5/6,17:46:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:46
2016/5/6,17:47:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:47
2016/5/6,17:48:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:48
2016/5/6,17:49:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:49
2016/5/6,17:50:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:50
2016/5/6,17:51:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:51
2016/5/6,17:52:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:52
2016/5/6,17:53:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:53
2016/5/6,17:54:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:54
2016/5/6,17:55:00,4301.24,4301.24,4301.24,4301.24,4,2016/5/6 17:55
2016/5/9,17:31:00,4320.5,4320.5,4320.5,4320.5,4,2016/5/9 17:31
2016/5/9,17:32:00,4320.5,4320.5,4320.5,4320.5,4,2016/5/9 17:32
2016/5/9,17:33:00,4320.5,4320.5,4320.5,4320.5,4,2016/5/9 17:33
2016/5/9,17:34:00,4320.5,4320.5,4320.5,4320.5,4,2016/5/9 17:34
2016/5/9,17:35:00,4320.5,4320.5,4320.5,4320.5,4,2016/5/9 17:35
2016/5/9,17:36:00,4320.5,4322.81,4320.5,4322.81,4,2016/5/9 17:36
2016/5/9,17:37:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:37
2016/5/9,17:38:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:38
2016/5/9,17:39:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:39
2016/5/9,17:40:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:40
2016/5/9,17:41:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:41
2016/5/9,17:42:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:42
2016/5/9,17:43:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:43
2016/5/9,17:44:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:44
2016/5/9,17:45:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:45
2016/5/9,17:46:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:46
2016/5/9,17:47:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:47
2016/5/9,17:48:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:48
2016/5/9,17:49:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:49
2016/5/9,17:50:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:50
2016/5/9,17:51:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:51
2016/5/9,17:52:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:52
2016/5/9,17:53:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:53
2016/5/9,17:54:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:54
2016/5/9,17:55:00,4322.81,4322.81,4322.81,4322.81,4,2016/5/9 17:55
2016/5/10,17:31:00,4329.1,4329.1,4329.1,4329.1,4,2016/5/10 17:31
2016/5/10,17:32:00,4329.1,4329.1,4329.1,4329.1,4,2016/5/10 17:32
2016/5/10,17:33:00,4329.1,4329.1,4329.1,4329.1,4,2016/5/10 17:33
2016/5/10,17:34:00,4329.1,4329.1,4329.1,4329.1,4,2016/5/10 17:34
2016/5/10,17:35:00,4329.1,4329.1,4329.1,4329.1,4,2016/5/10 17:35
2016/5/10,17:36:00,4329.1,4329.1,4329.1,4329.1,4,2016/5/10 17:36
2016/5/10,17:37:00,4329.1,4338.21,4329.1,4338.21,4,2016/5/10 17:37
2016/5/10,17:38:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:38
2016/5/10,17:39:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:39
2016/5/10,17:40:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:40
2016/5/10,17:41:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:41
2016/5/10,17:42:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:42
2016/5/10,17:43:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:43
2016/5/10,17:44:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:44
2016/5/10,17:45:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:45
2016/5/10,17:46:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:46
2016/5/10,17:47:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:47
2016/5/10,17:48:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:48
2016/5/10,17:49:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:49
2016/5/10,17:50:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:50
2016/5/10,17:51:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:51
2016/5/10,17:52:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:52
2016/5/10,17:53:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:53
2016/5/10,17:54:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:54
2016/5/10,17:55:00,4338.21,4338.21,4338.21,4338.21,4,2016/5/10 17:55
2016/5/11,17:31:00,4315.75,4315.75,4315.68,4315.68,4,2016/5/11 17:31
2016/5/11,17:32:00,4315.68,4315.68,4315.68,4315.68,4,2016/5/11 17:32
2016/5/11,17:33:00,4315.68,4315.68,4315.68,4315.68,4,2016/5/11 17:33
2016/5/11,17:34:00,4315.68,4315.68,4315.68,4315.68,4,2016/5/11 17:34
2016/5/11,17:35:00,4315.68,4315.68,4315.68,4315.68,4,2016/5/11 17:35
2016/5/11,17:36:00,4315.68,4316.67,4315.68,4316.67,4,2016/5/11 17:36
2016/5/11,17:37:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:37
2016/5/11,17:38:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:38
2016/5/11,17:39:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:39
2016/5/11,17:40:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:40
2016/5/11,17:41:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:41
2016/5/11,17:42:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:42
2016/5/11,17:43:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:43
2016/5/11,17:44:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:44
2016/5/11,17:45:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:45
2016/5/11,17:46:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:46
2016/5/11,17:47:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:47
2016/5/11,17:48:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:48
2016/5/11,17:49:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:49
2016/5/11,17:50:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:50
2016/5/11,17:51:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:51
2016/5/11,17:52:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:52
2016/5/11,17:53:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:53
2016/5/11,17:54:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:54
2016/5/11,17:55:00,4316.67,4316.67,4316.67,4316.67,4,2016/5/11 17:55
2016/5/12,17:31:00,4293.99,4293.99,4293.99,4293.99,4,2016/5/12 17:31
2016/5/12,17:32:00,4293.99,4293.99,4293.99,4293.99,4,2016/5/12 17:32
2016/5/12,17:33:00,4293.99,4293.99,4293.99,4293.99,4,2016/5/12 17:33
2016/5/12,17:34:00,4293.99,4293.99,4293.99,4293.99,4,2016/5/12 17:34
2016/5/12,17:35:00,4293.99,4293.99,4293.99,4293.99,4,2016/5/12 17:35
2016/5/12,17:36:00,4293.99,4294,4293.27,4293.27,4,2016/5/12 17:36
2016/5/12,17:37:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:37
2016/5/12,17:38:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:38
2016/5/12,17:39:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:39
2016/5/12,17:40:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:40
2016/5/12,17:41:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:41
2016/5/12,17:42:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:42
2016/5/12,17:43:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:43
2016/5/12,17:44:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:44
2016/5/12,17:45:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:45
2016/5/12,17:46:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:46
2016/5/12,17:47:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:47
2016/5/12,17:48:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:48
2016/5/12,17:49:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:49
2016/5/12,17:50:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:50
2016/5/12,17:51:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:51
2016/5/12,17:52:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:52
2016/5/12,17:53:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:53
2016/5/12,17:54:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:54
2016/5/12,17:55:00,4293.27,4293.27,4293.27,4293.27,4,2016/5/12 17:55
2016/5/13,17:31:00,4317.52,4317.52,4317.49,4317.49,4,2016/5/13 17:31
2016/5/13,17:32:00,4317.49,4317.49,4317.49,4317.49,4,2016/5/13 17:32
2016/5/13,17:33:00,4317.49,4317.49,4317.49,4317.49,4,2016/5/13 17:33
2016/5/13,17:34:00,4317.49,4317.49,4317.49,4317.49,4,2016/5/13 17:34
2016/5/13,17:35:00,4317.49,4317.49,4317.49,4317.49,4,2016/5/13 17:35
2016/5/13,17:36:00,4317.49,4319.99,4317.49,4319.99,4,2016/5/13 17:36
2016/5/13,17:37:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:37
2016/5/13,17:38:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:38
2016/5/13,17:39:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:39
2016/5/13,17:40:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:40
2016/5/13,17:41:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:41
2016/5/13,17:42:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:42
2016/5/13,17:43:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:43
2016/5/13,17:44:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:44
2016/5/13,17:45:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:45
2016/5/13,17:46:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:46
2016/5/13,17:47:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:47
2016/5/13,17:48:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:48
2016/5/13,17:49:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:49
2016/5/13,17:50:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:50
2016/5/13,17:51:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:51
2016/5/13,17:52:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:52
2016/5/13,17:53:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:53
2016/5/13,17:54:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:54
2016/5/13,17:55:00,4319.99,4319.99,4319.99,4319.99,4,2016/5/13 17:55
2016/5/16,17:31:00,4311.11,4311.11,4311.11,4311.11,4,2016/5/16 17:31
2016/5/16,17:32:00,4311.11,4311.11,4311.11,4311.11,4,2016/5/16 17:32
2016/5/16,17:33:00,4311.11,4311.11,4311.11,4311.11,4,2016/5/16 17:33
2016/5/16,17:34:00,4311.11,4311.11,4311.11,4311.11,4,2016/5/16 17:34
2016/5/16,17:35:00,4311.11,4311.11,4311.11,4311.11,4,2016/5/16 17:35
2016/5/16,17:36:00,4311.11,4312.37,4311.11,4312.28,4,2016/5/16 17:36
2016/5/16,17:37:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:37
2016/5/16,17:38:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:38
2016/5/16,17:39:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:39
2016/5/16,17:40:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:40
2016/5/16,17:41:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:41
2016/5/16,17:42:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:42
2016/5/16,17:43:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:43
2016/5/16,17:44:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:44
2016/5/16,17:45:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:45
2016/5/16,17:46:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:46
2016/5/16,17:47:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:47
2016/5/16,17:48:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:48
2016/5/16,17:49:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:49
2016/5/16,17:50:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:50
2016/5/16,17:51:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:51
2016/5/16,17:52:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:52
2016/5/16,17:53:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:53
2016/5/16,17:54:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:54
2016/5/16,17:55:00,4312.28,4312.28,4312.28,4312.28,4,2016/5/16 17:55
2016/5/17,17:31:00,4289,4289,4289,4289,4,2016/5/17 17:31
2016/5/17,17:32:00,4289,4289,4289,4289,4,2016/5/17 17:32
2016/5/17,17:33:00,4289,4289,4289,4289,4,2016/5/17 17:33
2016/5/17,17:34:00,4289,4289,4289,4289,4,2016/5/17 17:34
2016/5/17,17:35:00,4289,4289,4289,4289,4,2016/5/17 17:35
2016/5/17,17:36:00,4289,4289,4289,4289,4,2016/5/17 17:36
2016/5/17,17:37:00,4289,4297.57,4289,4297.57,4,2016/5/17 17:37
2016/5/17,17:38:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:38
2016/5/17,17:39:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:39
2016/5/17,17:40:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:40
2016/5/17,17:41:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:41
2016/5/17,17:42:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:42
2016/5/17,17:43:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:43
2016/5/17,17:44:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:44
2016/5/17,17:45:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:45
2016/5/17,17:46:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:46
2016/5/17,17:47:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:47
2016/5/17,17:48:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:48
2016/5/17,17:49:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:49
2016/5/17,17:50:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:50
2016/5/17,17:51:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:51
2016/5/17,17:52:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:52
2016/5/17,17:53:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:53
2016/5/17,17:54:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:54
2016/5/17,17:55:00,4297.57,4297.57,4297.57,4297.57,4,2016/5/17 17:55
2016/5/18,17:31:00,4317.97,4317.97,4317.78,4317.78,4,2016/5/18 17:31
2016/5/18,17:32:00,4317.78,4317.78,4317.78,4317.78,4,2016/5/18 17:32
2016/5/18,17:33:00,4317.78,4317.78,4317.78,4317.78,4,2016/5/18 17:33
2016/5/18,17:34:00,4317.78,4317.78,4317.78,4317.78,4,2016/5/18 17:34
2016/5/18,17:35:00,4317.78,4317.78,4317.78,4317.78,4,2016/5/18 17:35
2016/5/18,17:36:00,4317.78,4319.3,4317.52,4319.3,4,2016/5/18 17:36
2016/5/18,17:37:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:37
2016/5/18,17:38:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:38
2016/5/18,17:39:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:39
2016/5/18,17:40:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:40
2016/5/18,17:41:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:41
2016/5/18,17:42:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:42
2016/5/18,17:43:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:43
2016/5/18,17:44:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:44
2016/5/18,17:45:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:45
2016/5/18,17:46:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:46
2016/5/18,17:47:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:47
2016/5/18,17:48:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:48
2016/5/18,17:49:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:49
2016/5/18,17:50:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:50
2016/5/18,17:51:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:51
2016/5/18,17:52:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:52
2016/5/18,17:53:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:53
2016/5/18,17:54:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:54
2016/5/18,17:55:00,4319.3,4319.3,4319.3,4319.3,4,2016/5/18 17:55
2016/5/19,17:31:00,4286.95,4286.95,4286.95,4286.95,4,2016/5/19 17:31
2016/5/19,17:32:00,4286.95,4286.95,4286.95,4286.95,4,2016/5/19 17:32
2016/5/19,17:33:00,4286.95,4286.95,4286.95,4286.95,4,2016/5/19 17:33
2016/5/19,17:34:00,4286.95,4286.95,4286.95,4286.95,4,2016/5/19 17:34
2016/5/19,17:35:00,4286.95,4286.95,4286.95,4286.95,4,2016/5/19 17:35
2016/5/19,17:36:00,4286.95,4286.95,4282.54,4282.54,4,2016/5/19 17:36
2016/5/19,17:37:00,4282.54,4282.54,4282.54,4282.54,4,2016/5/19 17:37
2016/5/19,17:38:00,4282.54,4282.54,4282.54,4282.54,4,2016/5/19 17:38
2016/5/19,17:39:00,4282.54,4282.54,4282.54,4282.54,4,2016/5/19 17:39
